Abastecimento de água - Brasil,,
Moradores por Município e Ano,,
Período:1991,2000,2010
"Município;""1991"";""2000"";""2010""",,
352580 Júlio Mesquita;3799;4163;4429,,
352585 Jumirim;-;2190;2791,,
352590 Jundiaí;285633;320687;368607,,
352600 Junqueirópolis;17649;16157;17397,,
352610 Juquiá;16829;20387;19196,,
352620 Juquitiba;19833;25792;28556,,
352630 Lagoinha;4593;4893;4794,,
352640 Laranjal Paulista;18796;22060;25177,,
352650 Lavínia;5378;5115;5115,,
352660 Lavrinhas;4605;5960;6509,,
352670 Leme;67856;80458;91291,,
352680 Lençóis Paulista;45999;54799;61173,,
352690 Limeira;206633;247752;274978,,
352700 Lindóia;4048;5295;6695,,
352710 Lins;57729;65400;70540,,
352720 Lorena;72731;77680;82116,,
352725 Lourdes;-;1983;2100,,
352730 Louveira;16076;23794;37026,,
352740 Lucélia;19169;17485;18424,,
352750 Lucianópolis;2343;2154;2246,,
352760 Luís Antônio;4777;7160;11242,,
352770 Luiziânia;4134;4248;5001,,
352780 Lupércio;4082;4218;4350,,
352790 Lutécia;2621;2874;2711,,
352800 Macatuba;13415;15723;16214,,
352810 Macaubal;7350;7353;7618,,
352820 Macedônia;3954;3755;3640,,
352830 Magda;3679;3413;3200,,
352840 Mairinque;42978;39923;43105,,
352850 Mairiporã;39761;59578;80429,,
352860 Manduri;7245;8228;8925,,
352870 Marabá Paulista;3483;3558;3582,,
352880 Maracaí;12447;12988;13276,,
352885 Marapoama;-;2238;2618,,
352890 Mariápolis;4347;3854;3912,,
352900 Marília;159288;195414;213929,,
352910 Marinópolis;2088;2195;2111,,
352920 Martinópolis;19567;21394;22936,,
352930 Matão;63259;71542;76613,,
352940 Mauá;293839;362627;415011,,
352950 Mendonça;3465;3759;4635,,
352960 Meridiano;3783;3994;3834,,
352965 Mesópolis;-;1929;1885,,
352970 Miguelópolis;17335;18925;20361,,
352980 Mineiros do Tietê;9367;11342;11976,,
353000 Mira Estrela;2650;2571;2818,,
352990 Miracatu;18828;22175;20488,,
353010 Mirandópolis;24018;23915;24278,,
353020 Mirante do Paranapanema;14664;15757;16931,,
353030 Mirassol;39144;48149;53613,,
353040 Mirassolândia;3015;3723;4294,,
353050 Mococa;57865;64792;65728,,
353060 Mogi das Cruzes;271022;328701;386232,,
353070 Mogi Guaçu;107177;123706;136832,,
353080 Mogi Mirim;64339;80661;85786,,
353090 Mombuca;2596;3099;3263,,
353100 Monções;2107;2054;2129,,
353110 Mongaguá;18148;33954;44791,,
353120 Monte Alegre do Sul;5417;6280;7134,,
353130 Monte Alto;39484;43467;46510,,
353140 Monte Aprazível;17408;18343;21632,,
353150 Monte Azul Paulista;17617;19462;18864,,
353160 Monte Castelo;4703;4086;4057,,
353180 Monte Mor;25519;37097;48795,,
353170 Monteiro Lobato;3348;3599;4094,,
353190 Morro Agudo;20909;25327;29027,,
353200 Morungaba;8173;9833;11731,,
353205 Motuca;-;3816;4278,,
353210 Murutinga do Sul;3766;3958;4133,,
353215 Nantes;-;2264;2701,,
353220 Narandiba;3129;3734;4283,,
353230 Natividade da Serra;6421;6918;6664,,
353240 Nazaré Paulista;11570;14172;16376,,
353250 Neves Paulista;8280;8878;8752,,
353260 Nhandeara;10229;10074;10606,,
353270 Nipoã;2796;3267;4269,,
353280 Nova Aliança;4187;4767;5877,,
353282 Nova Campina;-;7270;8469,,
353284 Nova Canaã Paulista;-;2478;2107,,
353286 Nova Castilho;-;982;1125,,
353290 Nova Europa;5380;7305;9299,,
353300 Nova Granada;14804;16941;19127,,
353310 Nova Guataporanga;2133;2082;2166,,
353320 Nova Independência;1994;2053;3023,,
353330 Nova Luzitânia;2625;2731;3430,,
353340 Nova Odessa;34001;41938;50993,,
353325 Novais;-;3225;4587,,
353350 Novo Horizonte;30163;32334;36479,,
353360 Nuporanga;5759;6273;6788,,
353370 Ocauçu;4258;4152;4156,,
353380 Óleo;2801;2989;2670,,
353390 Olímpia;42728;45839;49866,,
353400 Onda Verde;2823;3413;3864,,
353410 Oriente;6751;5866;6087,,
353420 Orindiúva;3006;4157;5634,,
353430 Orlândia;31132;35855;39655,,
353440 Osasco;564690;650856;665007,,
353450 Oscar Bressane;2525;2551;2531,,
353460 Osvaldo Cruz;28745;29465;29614,,
353470 Ourinhos;76396;93503;102599,,
353480 Ouro Verde;7086;7136;7789,,
353475 Ouroeste;-;6271;8322,,
353490 Pacaembu;12319;11661;10857,,
353500 Palestina;8981;9079;11025,,
353510 Palmares Paulista;7214;8418;10904,,
353520 Palmeira d'Oeste;10898;10252;9546,,
353530 Palmital;18501;20596;21131,,
353540 Panorama;12299;13597;14545,,
353550 Paraguaçu Paulista;33661;39486;40909,,
353560 Paraibuna;14743;16837;17271,,
353570 Paraíso;4714;5416;5894,,
353580 Paranapanema;12729;15427;17742,,
353590 Paranapuã;5769;3627;3813,,
353600 Parapuã;11361;11037;10814,,
353610 Pardinho;3429;4688;5556,,
353620 Pariquera-Açu;13122;17566;18362,,
353625 Parisi;-;1948;2032,,
353630 Patrocínio Paulista;9677;11377;12958,,
353640 Paulicéia;4120;5269;6288,,
353650 Paulínia;36473;51037;81825,,
353657 Paulistânia;-;1759;1768,,
353660 Paulo de Faria;8231;8403;8520,,
353670 Pederneiras;31902;36233;41366,,
353680 Pedra Bela;5136;5587;5752,,
353690 Pedranópolis;3097;2723;2557,,
353700 Pedregulho;13701;14852;15633,,
353710 Pedreira;27733;34974;41426,,
353715 Pedrinhas Paulista;-;2853;2938,,
353720 Pedro de Toledo;7776;9114;10176,,
353730 Penápolis;48097;54442;58208,,
353740 Pereira Barreto;49720;24903;24641,,
353750 Pereiras;4443;6200;7440,,
353760 Peruíbe;32204;50849;59396,,
353770 Piacatu;4490;4580;5118,,
353780 Piedade;42850;48581;51466,,
353790 Pilar do Sul;18807;23451;26270,,
353800 Pindamonhangaba;101376;125248;146337,,
353810 Pindorama;12305;12988;14896,,
353820 Pinhalzinho;8431;10940;13039,,
353830 Piquerobi;3260;3466;3520,,
353850 Piquete;14699;15131;14005,,
353860 Piracaia;18779;22844;24998,,
353870 Piracicaba;282456;327699;362966,,
353880 Piraju;25870;27754;28344,,
353890 Pirajuí;18054;18216;19579,,
353900 Pirangi;9831;9963;10532,,
353910 Pirapora do Bom Jesus;7921;12290;15675,,
353920 Pirapozinho;20863;21989;24588,,
353930 Pirassununga;56088;64667;69775,,
353940 Piratininga;9601;10369;11843,,
353950 Pitangueiras;29266;30898;35200,,
353960 Planalto;5445;3656;4460,,
353970 Platina;2829;2856;3187,,
353980 Poá;75977;95413;105729,,
353990 Poloni;4525;4774;5392,,
354000 Pompéia;17107;18120;19891,,
354010 Pongaí;3581;3683;3472,,
354020 Pontal;22747;29603;40045,,
354025 Pontalinda;-;3530;4057,,
354030 Pontes Gestal;2964;2538;2511,,
354040 Populina;4664;4429;4202,,
354050 Porangaba;6825;6619;8295,,
354060 Porto Feliz;36664;45238;48503,,
354070 Porto Ferreira;38332;47326;51241,,
354075 Potim;-;13511;16766,,
354080 Potirendaba;11170;13622;15410,,
354085 Pracinha;-;1427;1520,,
354090 Pradópolis;9864;12262;17272,,
354100 Praia Grande;122644;192443;261067,,
354105 Pratânia;-;3945;4595,,
354110 Presidente Alves;4475;4205;4106,,
354120 Presidente Bernardes;15712;13672;13495,,
354130 Presidente Epitácio;34499;38918;41040,,
354140 Presidente Prudente;163995;187661;205576,,
354150 Presidente Venceslau;35381;35678;36422,,
354160 Promissão;26488;30719;35450,,
354165 Quadra;-;2620;3232,,
354170 Quatá;11278;11478;12692,,
354180 Queiroz;1936;2171;2801,,
354190 Queluz;7630;8996;10630,,
354200 Quintana;5170;5431;6004,,
354210 Rafard;8559;8351;8583,,
354220 Rancharia;26575;28614;28694,,
354230 Redenção da Serra;3997;4033;3843,,
354240 Regente Feijó;14902;16957;18457,,
354250 Reginópolis;4733;4681;5269,,
354260 Registro;48707;53421;54109,,
354270 Restinga;4396;5553;6569,,
354280 Ribeira;7304;3471;3334,,
354290 Ribeirão Bonito;10265;11173;12097,,
354300 Ribeirão Branco;19276;21096;18194,,
354310 Ribeirão Corrente;3220;3881;4270,,
354320 Ribeirão do Sul;3606;4467;4443,,
354323 Ribeirão dos Índios;-;2217;2186,,
354325 Ribeirão Grande;-;7262;7408,,
354330 Ribeirão Pires;84600;103841;112685,,
354340 Ribeirão Preto;432956;502440;599212,,
354360 Rifaina;2829;3290;3416,,
354370 Rincão;10317;10286;10347,,
354380 Rinópolis;11114;10198;9919,,
354390 Rio Claro;137277;167532;185141,,
354400 Rio das Pedras;19039;23349;29417,,
354410 Rio Grande da Serra;29874;36901;43773,,
354420 Riolândia;7738;7730;9316,,
354350 Riversul;9377;7169;6119,,
354425 Rosana;-;23414;19580,,
354430 Roseira;6145;8510;9544,,
354440 Rubiácea;2627;2336;2728,,
354450 Rubinéia;2225;2594;2856,,
354460 Sabino;4520;4946;5205,,
354470 Sagres;2643;2437;2388,,
354480 Sales;3725;4517;5418,,
354490 Sales Oliveira;7595;9303;10539,,
354500 Salesópolis;11323;14265;15562,,
354510 Salmourão;4450;4390;4789,,
354515 Saltinho;-;5799;7053,,
354520 Salto;71970;92664;105102,,
354530 Salto de Pirapora;23957;34014;39207,,
354540 Salto Grande;7587;8386;8700,,
354550 Sandovalina;2402;3045;3663,,
354560 Santa Adélia;12497;13318;14236,,
354570 Santa Albertina;5823;5544;5666,,
354580 Santa Bárbara d'Oeste;144861;168928;179726,,
354600 Santa Branca;10224;12930;13713,,
354610 Santa Clara d'Oeste;2492;2118;2084,,
354620 Santa Cruz da Conceição;2923;3522;3987,,
354625 Santa Cruz da Esperança;-;1795;1952,,
354630 Santa Cruz das Palmeiras;21698;25494;29760,,
354640 Santa Cruz do Rio Pardo;39281;40640;43626,,
354650 Santa Ernestina;5127;5396;5554,,
354660 Santa Fé do Sul;22988;26327;29071,,
354670 Santa Gertrudes;10399;15880;21579,,
354680 Santa Isabel;37679;43243;50206,,
354690 Santa Lúcia;6267;7849;8244,,
354700 Santa Maria da Serra;4283;4614;5392,,
354710 Santa Mercedes;2970;2795;2831,,
354740 Santa Rita d'Oeste;3482;2695;2536,,
354750 Santa Rita do Passa Quatro;23319;25471;26051,,
354760 Santa Rosa de Viterbo;19051;21329;23750,,
354765 Santa Salete;-;1379;1447,,
354720 Santana da Ponte Pensa;2362;1894;1636,,
354730 Santana de Parnaíba;37397;72002;108283,,
354770 Santo Anastácio;21981;20700;20408,,
354780 Santo André;612843;641581;673837,,
354790 Santo Antônio da Alegria;5135;5737;6234,,
354800 Santo Antônio de Posse;14296;17951;20589,,
354805 Santo Antônio do Aracanguá;-;6902;7619,,
354810 Santo Antônio do Jardim;5686;6142;5937,,
354820 Santo Antônio do Pinhal;5337;6268;6464,,
354830 Santo Expedito;2220;2515;2801,,
354840 Santópolis do Aguapeí;3842;3808;4273,,
354850 Santos;421940;415694;416422,,
354860 São Bento do Sapucaí;8619;10250;10384,,
354870 São Bernardo do Campo;561844;700260;761163,,
354880 São Caetano do Sul;147562;139217;148132,,
354890 São Carlos;157262;192021;220863,,
354900 São Francisco;4445;2863;2792,,
354910 São João da Boa Vista;68676;76902;83290,,
354920 São João das Duas Pontes;2772;2655;2565,,
354925 São João de Iracema;-;1667;1780,,
354930 São João do Pau d'Alho;2805;2157;2098,,
354940 São Joaquim da Barra;35803;41388;46326,,
354950 São José da Bela Vista;7074;8034;8343,,
354960 São José do Barreiro;3910;4074;4061,,
354970 São José do Rio Pardo;44265;49761;51555,,
354980 São José do Rio Preto;281955;356565;405396,,
354990 São José dos Campos;439140;535769;627376,,
354995 São Lourenço da Serra;-;11484;13870,,
355000 São Luís do Paraitinga;9863;10377;10311,,
355010 São Manuel;35130;36242;38118,,
355020 São Miguel Arcanjo;25294;30621;31278,,
355030 São Paulo;9527426;10338932;11174981,,
355040 São Pedro;20057;27757;31535,,
355050 São Pedro do Turvo;7020;6848;7159,,
355060 São Roque;63420;66112;78542,,
355070 São Sebastião;32838;57287;73585,,
355080 São Sebastião da Grama;11778;12442;12060,,
355090 São Simão;11918;13226;14313,,
355100 São Vicente;265837;300974;330245,,
355110 Sarapuí;6412;7729;8992,,
355120 Sarutaiá;3023;3642;3553,,
355130 Sebastianópolis do Sul;2516;2546;3030,,
355140 Serra Azul;6165;7414;8827,,
355160 Serra Negra;21448;23657;26234,,
355150 Serrana;23166;32526;38798,,
355170 Sertãozinho;78383;94329;109553,,
355180 Sete Barras;12437;13222;12936,,
355190 Severínia;10122;13517;15433,,
355200 Silveiras;4855;5365;5780,,
355210 Socorro;30616;32420;36494,,
355220 Sorocaba;374473;488945;581670,,
355230 Sud Mennucci;7186;7344;7427,,
355240 Sumaré;226180;196171;240849,,
355255 Suzanápolis;-;2764;3370,,
355250 Suzano;156900;227831;261382,,
355260 Tabapuã;12997;10396;11270,,
355270 Tabatinga;10767;12951;14348,,
355280 Taboão da Serra;159250;195532;243974,,
355290 Taciba;4750;5218;5696,,
355300 Taguaí;6395;7457;10800,,
355310 Taiaçu;5014;5615;5889,,
355320 Taiúva;5195;5501;5437,,
355330 Tambaú;19775;22045;22320,,
355340 Tanabi;21367;22503;23995,,
355350 Tapiraí;5715;8523;7969,,
355360 Tapiratiba;11738;12851;12718,,
355365 Taquaral;-;2721;2714,,
355370 Taquaritinga;45665;50939;53768,,
355380 Taquarituba;18460;21895;22203,,
355385 Taquarivaí;-;4464;5136,,
355390 Tarabai;4681;5775;6606,,
355395 Tarumã;-;10717;12870,,
355400 Tatuí;76044;92077;106839,,
355410 Taubaté;205279;242907;276421,,
355420 Tejupá;4715;5286;4768,,
355430 Teodoro Sampaio;48874;19568;21297,,
355440 Terra Roxa;6628;7695;8482,,
355450 Tietê;26171;31536;36665,,
355460 Timburi;2825;2710;2624,,
355465 Torre de Pedra;-;2022;2234,,
355470 Torrinha;7476;8805;9299,,
355475 Trabiju;-;1377;1542,,
355480 Tremembé;25715;32568;37243,,
355490 Três Fronteiras;7854;5130;5416,,
355495 Tuiuti;-;4926;5892,,
355500 Tupã;60853;62435;62550,,
355510 Tupi Paulista;14002;13212;13023,,
355520 Turiúba;3749;1894;1929,,
355530 Turmalina;2746;2358;1959,,
355535 Ubarana;-;4157;5287,,
355540 Ubatuba;45848;65941;78468,,
355550 Ubirajara;4161;4141;4398,,
355560 Uchoa;8286;9006;9432,,
355570 União Paulista;1320;1354;1599,,
355580 Urânia;12079;8801;8807,,
355590 Uru;1349;1396;1250,,
355600 Urupês;10951;11771;12671,,
355610 Valentim Gentil;5869;8561;10987,,
355620 Valinhos;67100;82781;106425,,
355630 Valparaíso;16404;17720;20310,,
355635 Vargem;-;6942;8783,,
355640 Vargem Grande do Sul;30897;36143;39124,,
355645 Vargem Grande Paulista;15653;32525;42784,,
355650 Várzea Paulista;68700;92532;106870,,
355660 Vera Cruz;10969;11016;10669,,
355670 Vinhedo;33437;46938;63175,,
355680 Viradouro;12965;15904;17245,,
355690 Vista Alegre do Alto;3613;4747;6805,,
355695 Vitória Brasil;-;1675;1737,,
355700 Votorantim;80528;95379;108583,,
355710 Votuporanga;65834;75401;84488,,
355715 Zacarias;-;1947;2335,,
410010 Abatiá;10210;8173;7710,,
410020 Adrianópolis;8854;6954;6365,,
410030 Agudos do Sul;5980;7115;8183,,
410040 Almirante Tamandaré;65823;86985;102976,,
410045 Altamira do Paraná;7406;6879;4273,,
412862 Alto Paraíso;-;3768;3134,,
410060 Alto Paraná;12040;12655;13621,,
410070 Alto Piquiri;17132;10717;10043,,
410050 Altônia;24407;19030;20384,,
410080 Alvorada do Sul;9643;9047;10249,,
410090 Amaporã;3924;4525;5430,,
410100 Ampére;13036;15484;17231,,
410105 Anahy;-;2982;2872,,
410110 Andirá;19482;21558;20564,,
410115 Ângulo;-;2837;2846,,
410120 Antonina;17016;19096;18807,,
410130 Antônio Olinto;7732;7388;7322,,
410140 Apucarana;94692;107464;120453,,
410150 Arapongas;64372;85070;103835,,
410160 Arapoti;20502;23763;25713,,
410165 Arapuã;-;4154;3560,,
410170 Araruna;12311;12999;13415,,
410180 Araucária;61057;92530;118859,,
410185 Ariranha do Ivaí;-;2857;2448,,
410190 Assaí;20250;18007;16310,,
410200 Assis Chateaubriand;39549;33125;32907,,
410210 Astorga;22413;23596;24627,,
410220 Atalaia;4129;3998;3910,,
410230 Balsa Nova;7492;10106;11262,,
410240 Bandeirantes;33963;33471;32040,,
410250 Barbosa Ferraz;18264;14021;12452,,
410270 Barra do Jacaré;3151;2713;2721,,
410260 Barracão;14554;9240;9668,,
410275 Bela Vista da Caroba;-;4465;3914,,
410280 Bela Vista do Paraíso;15013;14920;14996,,
410290 Bituruna;12167;14654;15845,,
410300 Boa Esperança;6946;5120;4524,,
410302 Boa Esperança do Iguaçu;-;3007;2723,,
410304 Boa Ventura de São Roque;-;6721;6514,,
410305 Boa Vista da Aparecida;10312;8371;7898,,
410310 Bocaiúva do Sul;10620;9003;10953,,
410315 Bom Jesus do Sul;-;4093;3784,,
410320 Bom Sucesso;7051;6105;6488,,
410322 Bom Sucesso do Sul;-;3340;3291,,
410330 Borrazópolis;11448;9437;7866,,
410335 Braganey;8028;5960;5728,,
410337 Brasilândia do Sul;-;3886;3207,,
410340 Cafeara;2398;2360;2695,,
410345 Cafelândia;8039;11136;14620,,
410347 Cafezal do Sul;-;4634;4274,,
410350 Califórnia;7314;7636;8007,,
410360 Cambará;21050;22658;23804,,
410370 Cambé;73610;87935;96483,,
410380 Cambira;9756;6668;7234,,
410390 Campina da Lagoa;20369;16807;15301,,
410395 Campina do Simão;-;4258;4059,,
410400 Campina Grande do Sul;19180;34316;38596,,
410405 Campo Bonito;4131;5008;4392,,
410410 Campo do Tenente;5228;6292;7086,,
410420 Campo Largo;71898;92199;111888,,
410425 Campo Magro;-;20248;24796,,
410430 Campo Mourão;81884;80029;86798,,
410440 Cândido de Abreu;21447;17886;16420,,
410442 Candói;-;13766;14887,,
410445 Cantagalo;23218;12706;12907,,
410450 Capanema;19331;18158;18406,,
410460 Capitão Leônidas Marques;17786;14286;14907,,
410465 Carambeí;-;14721;19068,,
410470 Carlópolis;12288;13240;13654,,
410480 Cascavel;191920;242145;282323,,
410490 Castro;63566;62857;66805,,
410500 Catanduvas;9751;10066;9988,,
410510 Centenário do Sul;14182;11763;10935,,
410520 Cerro Azul;20987;16224;16870,,
410530 Céu Azul;10563;10392;10979,,
410540 Chopinzinho;24152;20179;19585,,
410550 Cianorte;49537;57168;69667,,
410560 Cidade Gaúcha;8446;9499;10983,,
410570 Clevelândia;17984;17829;17100,,
410580 Colombo;117369;182303;212359,,
410590 Colorado;18889;20886;22200,,
410600 Congonhinhas;7730;7759;8011,,
410610 Conselheiro Mairinck;3472;3454;3634,,
410620 Contenda;8911;13189;15850,,
410630 Corbélia;22688;15734;16230,,
410640 Cornélio Procópio;46352;46555;46536,,
410645 Coronel Domingos Soares;-;6698;7207,,
410650 Coronel Vivida;24917;23211;21661,,
410655 Corumbataí do Sul;6639;4938;3998,,
410680 Cruz Machado;16410;17543;17977,,
410657 Cruzeiro do Iguaçu;-;4373;4267,,
410660 Cruzeiro do Oeste;23506;20103;20304,,
410670 Cruzeiro do Sul;4998;4664;4545,,
410685 Cruzmaltina;-;3438;3158,,
410690 Curitiba;1300761;1576393;1739941,,
410700 Curiúva;10473;12827;13860,,
410715 Diamante D'Oeste;9212;4822;4978,,
410710 Diamante do Norte;7542;6087;5493,,
410712 Diamante do Sul;-;3645;3495,,
410720 Dois Vizinhos;40095;31690;36026,,
410725 Douradina;6563;6148;7397,,
410730 Doutor Camargo;5938;5774;5824,,
412863 Doutor Ulysses;-;5870;5720,,
410740 Enéas Marques;12230;6354;6093,,
410750 Engenheiro Beltrão;14598;14034;13871,,
410753 Entre Rios do Oeste;-;3319;3920,,
410752 Esperança Nova;-;2308;1967,,
410754 Espigão Alto do Iguaçu;-;5243;4661,,
410755 Farol;-;3963;3452,,
410760 Faxinal;19816;15470;16175,,
410765 Fazenda Rio Grande;-;62656;81544,,
410770 Fênix;5952;4910;4771,,
410773 Fernandes Pinheiro;-;6333;5931,,
410775 Figueira;9571;9019;8272,,
410785 Flor da Serra do Sul;-;4965;4711,,
410780 Floraí;5489;5271;5037,,
410790 Floresta;4486;5115;5917,,
410800 Florestópolis;11901;11974;11196,,
410810 Flórida;2096;2426;2534,,
410820 Formosa do Oeste;15099;8693;7527,,
410830 Foz do Iguaçu;188417;256635;254171,,
410845 Foz do Jordão;-;6180;5414,,
410832 Francisco Alves;9173;6928;6359,,
410840 Francisco Beltrão;60551;66708;77979,,
410850 General Carneiro;11048;13548;13630,,
410855 Godoy Moreira;5291;3732;3327,,
410860 Goioerê;44528;29508;28757,,
410865 Goioxim;-;7799;7488,,
410870 Grandes Rios;12070;7822;6576,,
410880 Guaíra;29729;28504;30416,,
410890 Guairaçá;5551;5692;6013,,
410895 Guamiranga;-;6931;7659,,
410900 Guapirama;3789;4065;3890,,
410910 Guaporema;2290;2231;2209,,
410920 Guaraci;5492;4890;5197,,
410930 Guaraniaçu;24695;16874;14510,,
